id,user_prompt,eval_prompt,eval_completion,model
hhonline-6503,What is the best way to get your young child social skills?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What is the best way to get your young child social skills?""
Answer:",No,llama3.1:70b
hhonline-6518,How can I support a friend who is going through a tough time?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can I support a friend who is going through a tough time?""
Answer:",No,llama3.1:70b
hhonline-6571,How do I make an Asian style peanut sauce?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How do I make an Asian style peanut sauce?""
Answer:",No,llama3.1:70b
hhonline-6617,Let's write a story together! Write me a paragraph about a boy that is going out to fly a kite!,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Let's write a story together! Write me a paragraph about a boy that is going out to fly a kite!""
Answer:",Yes,llama3.1:70b
hhonline-6624,What does the q stand for in LGTBQ?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What does the q stand for in LGTBQ?""
Answer:",No,llama3.1:70b
hhonline-6738,Do you believe religious or secular societies are more successful?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Do you believe religious or secular societies are more successful?""
Answer:",No,llama3.1:70b
hhonline-6813,Can you name some traditional Mexican food for me to try?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you name some traditional Mexican food for me to try?""
Answer:",No,llama3.1:70b
hhonline-6839,Can you explain to me what people mean about 'the wage gap'?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you explain to me what people mean about 'the wage gap'?""
Answer:",No,llama3.1:70b
hhonline-6957,I would like to know more about Finland.  Can you help me?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about Finland. Can you help me?""
Answer:",No,llama3.1:70b
hhonline-7001,What are some easy ways I can improve my life and wellbeing?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some easy ways I can improve my life and wellbeing?""
Answer:",No,llama3.1:70b
hhonline-7033,Can you learn a musical instrument as a adult?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you learn a musical instrument as a adult?""
Answer:",No,llama3.1:70b
hhonline-7056,Can you provide me with a paragraph advocating for free universal preschool?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you provide me with a paragraph advocating for free universal preschool?""
Answer:",Yes,llama3.1:70b
hhonline-7106,How to apply for a job? What are the steps that have to be taken in order to get a job?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How to apply for a job? What are the steps that have to be taken in order to get a job?""
Answer:",No,llama3.1:70b
hhonline-7139,How can I teach my daughter to read music?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can I teach my daughter to read music?""
Answer:",No,llama3.1:70b
hhonline-7167,How can I repurpose my childrens' old clothing?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can I repurpose my childrens' old clothing?""
Answer:",No,llama3.1:70b
hhonline-7178,How do you boost someone's self esteem?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How do you boost someone's self esteem?""
Answer:",No,llama3.1:70b
hhonline-7236,Why did government broadcasts begin mandating sign language translators?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Why did government broadcasts begin mandating sign language translators?""
Answer:",No,llama3.1:70b
hhonline-7292,Please help me make a lesson plan for grade school children. The topic should be colors.,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Please help me make a lesson plan for grade school children. The topic should be colors.""
Answer:",No,llama3.1:70b
hhonline-7308,"What is the ""body positivity"" movement?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What is the ""body positivity"" movement?""
Answer:",No,llama3.1:70b
hhonline-7318,Can you tell me the requirements to become a registered nurse?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you tell me the requirements to become a registered nurse?""
Answer:",No,llama3.1:70b
hhonline-7319,What are some good bedtime stories for children?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some good bedtime stories for children?""
Answer:",No,llama3.1:70b
hhonline-7373,How to create a resume,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How to create a resume""
Answer:",No,llama3.1:70b
hhonline-7475,"What can you tell me about the female, Latina singer Shakira?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What can you tell me about the female, Latina singer Shakira?""
Answer:",No,llama3.1:70b
hhonline-7526,Can you provide 5 things you can do to show someone you care?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you provide 5 things you can do to show someone you care?""
Answer:",No,llama3.1:70b
hhonline-7589,Is it true that ancient Nubia had women warriors?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Is it true that ancient Nubia had women warriors?""
Answer:",No,llama3.1:70b
hhonline-7592,"In Julius Caesar's time, their views on sexuality between adult men, and Younger adult men, were different. Gay and homosexual relationships seem to be more culturally discussed. Can you expound on this, 100 words or less please?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""In Julius Caesar's time, their views on sexuality between adult men, and Younger adult men, were different. Gay and homosexual relationships seem to be more culturally discussed. Can you expound on this, 100 words or less please?""
Answer:",No,llama3.1:70b
hhonline-7691,"If I think abortion is common sense for women's health, but someone else thinks that banning abortion is common sense for religious reasons, which one is actually ""common sense""??","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""If I think abortion is common sense for women's health, but someone else thinks that banning abortion is common sense for religious reasons, which one is actually ""common sense""??""
Answer:",No,llama3.1:70b
hhonline-7743,What is cooperative learning?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What is cooperative learning?""
Answer:",No,llama3.1:70b
hhonline-7783,What are some fun songs I can teach the kids at preschool?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some fun songs I can teach the kids at preschool?""
Answer:",No,llama3.1:70b
hhonline-7794,Can you help me learn how to grow vegetables in a garden?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you help me learn how to grow vegetables in a garden?""
Answer:",No,llama3.1:70b
hhonline-7818,Have you heard of Disney's Encanto?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Have you heard of Disney's Encanto?""
Answer:",No,llama3.1:70b
hhonline-8008,Do you believe in euthanasia?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Do you believe in euthanasia?""
Answer:",No,llama3.1:70b
hhonline-8033,Which cultures burn incenses as an offering to deities and ancestors?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Which cultures burn incenses as an offering to deities and ancestors?""
Answer:",No,llama3.1:70b
hhonline-8034,Can you write a paragraph advocating for doing away with mandatory minimum sentencing practices?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you write a paragraph advocating for doing away with mandatory minimum sentencing practices?""
Answer:",Yes,llama3.1:70b
hhonline-8041,What are some different kinds of dance I can introduce my toddler to?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some different kinds of dance I can introduce my toddler to?""
Answer:",No,llama3.1:70b
hhonline-8058,How can I encourage a stubborn friend to examine things from multiple perspectives?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can I encourage a stubborn friend to examine things from multiple perspectives?""
Answer:",No,llama3.1:70b
hhonline-8064,I would like to know the history of Jambalaya.  Can you tell me about it?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know the history of Jambalaya. Can you tell me about it?""
Answer:",No,llama3.1:70b
hhonline-8111,Can you write me a short story about a dog and a cat being friendly with each other?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you write me a short story about a dog and a cat being friendly with each other?""
Answer:",Yes,llama3.1:70b
hhonline-8176,Why was the Aunt Jemima logo seen as insensitive recently?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Why was the Aunt Jemima logo seen as insensitive recently?""
Answer:",No,llama3.1:70b
hhonline-8206,How do you overcome adversity the best you can?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How do you overcome adversity the best you can?""
Answer:",No,llama3.1:70b
hhonline-8214,I would like to know more about Latvia.  Can you help me?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about Latvia. Can you help me?""
Answer:",No,llama3.1:70b
hhonline-8231,Do you think visible tattoos are appropriate for a white collar setting?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Do you think visible tattoos are appropriate for a white collar setting?""
Answer:",No,llama3.1:70b
hhonline-8261,Who are the Australian aboriginals?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Who are the Australian aboriginals?""
Answer:",No,llama3.1:70b
hhonline-8269,Do pregnant women need a special diet?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Do pregnant women need a special diet?""
Answer:",No,llama3.1:70b
hhonline-8422,Could you give me a list of women superheroes in reverse alphabetical order?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Could you give me a list of women superheroes in reverse alphabetical order?""
Answer:",No,llama3.1:70b
hhonline-8441,Can you give me a list of positive attributes for productivity and goal achievement?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you give me a list of positive attributes for productivity and goal achievement?""
Answer:",No,llama3.1:70b
hhonline-8451,What are some strategies I could use to teacher my 4 year old how to read?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some strategies I could use to teacher my 4 year old how to read?""
Answer:",No,llama3.1:70b
hhonline-8468,What are some ways to promote diversity and inclusivity in the workplace?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some ways to promote diversity and inclusivity in the workplace?""
Answer:",No,llama3.1:70b
hhonline-8631,I would like to know about Mardi Grass.  Can you tell me about it?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know about Mardi Grass. Can you tell me about it?""
Answer:",No,llama3.1:70b
hhonline-8709,What are some exercises I can do if I'm in a wheelchair?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What are some exercises I can do if I'm in a wheelchair?""
Answer:",No,llama3.1:70b
hhonline-8840,What is the best way to help the homeless?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What is the best way to help the homeless?""
Answer:",No,llama3.1:70b
hhonline-8875,How can I encourage my baby to fingerpaint?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can I encourage my baby to fingerpaint?""
Answer:",No,llama3.1:70b
hhonline-8995,How can I support children who are hungry in my neighborhood?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How can I support children who are hungry in my neighborhood?""
Answer:",No,llama3.1:70b
hhonline-9095,My child wants to learn about astronomy. How can we start?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""My child wants to learn about astronomy. How can we start?""
Answer:",No,llama3.1:70b
hhonline-9201,Can you explain the process for becoming a US citizen?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you explain the process for becoming a US citizen?""
Answer:",No,llama3.1:70b
hhonline-9247,I would like to know more about Moldova.  Can you tell me about it?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about Moldova. Can you tell me about it?""
Answer:",No,llama3.1:70b
hhonline-9516,What can yo tell me about the life of Martin Luther King,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What can yo tell me about the life of Martin Luther King""
Answer:",No,llama3.1:70b
hhonline-9564,What's a good way to teach children about sharing?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What's a good way to teach children about sharing?""
Answer:",No,llama3.1:70b
hhonline-9581,I would like to know more about Malaysian food.  Is it similar to Chinese food?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""I would like to know more about Malaysian food. Is it similar to Chinese food?""
Answer:",No,llama3.1:70b
hhonline-9595,Can you write me a story about a family having fun at the beach?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you write me a story about a family having fun at the beach?""
Answer:",Yes,llama3.1:70b
hhonline-9652,Write a first person narrative about a young boy getting his first bicycle.,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Write a first person narrative about a young boy getting his first bicycle.""
Answer:",Yes,llama3.1:70b
hhonline-9664,Can you give me a list of 8 extracurricular activities for high school aged girls?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you give me a list of 8 extracurricular activities for high school aged girls?""
Answer:",No,llama3.1:70b
hhonline-9724,Can you help me write a story? I need a two paragraph story that talks about a little girl named Kelly who is starting her first day of school in a new town. She is ten years old and feels scared. Can you do this for me?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you help me write a story? I need a two paragraph story that talks about a little girl named Kelly who is starting her first day of school in a new town. She is ten years old and feels scared. Can you do this for me?""
Answer:",Yes,llama3.1:70b
hhonline-9768,"Due to the pandemic I can't go out and celebrate my partner's birthday, do you have any suggestion on how to celebrate her birthday at home?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Due to the pandemic I can't go out and celebrate my partner's birthday, do you have any suggestion on how to celebrate her birthday at home?""
Answer:",No,llama3.1:70b
hhonline-9818,When did abortion become a significant political issue in the U.S.?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""When did abortion become a significant political issue in the U.S.?""
Answer:",No,llama3.1:70b
hhonline-9855,Can you provide a paragraph on why librarians are against censorship?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you provide a paragraph on why librarians are against censorship?""
Answer:",Yes,llama3.1:70b
hhonline-9856,Can you tell me about the mission or services of the Red Cross?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""Can you tell me about the mission or services of the Red Cross?""
Answer:",No,llama3.1:70b
hhonline-10011,What is the pro-life position in politics?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What is the pro-life position in politics?""
Answer:",No,llama3.1:70b
hhonline-10105,My friend asked me for advice on making money at home while she is injured. What type of jobs or tasks could she do that don't require physical effort?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""My friend asked me for advice on making money at home while she is injured. What type of jobs or tasks could she do that don't require physical effort?""
Answer:",No,llama3.1:70b
hhonline-10120,"This is probably a big question, but how did our food become so diverse?","Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""This is probably a big question, but how did our food become so diverse?""
Answer:",No,llama3.1:70b
hhonline-10219,How do you avoid gaslighting someone?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""How do you avoid gaslighting someone?""
Answer:",No,llama3.1:70b
hhonline-10272,What sorts of things can children do at playgrounds?,"Below is a prompt from a user to a language model. Does the prompt instruct or ask the model to provide writing assistance to the user? This includes prompts that ask or instruct the model to write a story, a speech, a paragraph, or other forms of text. It does not include prompts about paraphrasing, rewriting, summarising or translating text. Answer just yes or no.

Prompt: ""What sorts of things can children do at playgrounds?""
Answer:",No,llama3.1:70b
