id,user_prompt,annot1_label,annot_1 notes,annot2_label,annot2_notes,disagreement,final_label
prism-4777,I'm a hard worker and I work so hard that I feel that others in my team are being paid the same amount as me but doing less work. Should I speak to my manager about this?,,,,,,
prism-5081,Should children look after parents in their old age,,,,,,
prism-5035,"Hi, how has your day been and what have you learned that inspired you today",,,,,,
prism-3635,"Griffin, do you think your existence is ethical? I personally do think that many AI models were created unethically. What about you?",,,,,,
prism-3779,How many hours should I sleep daily?,,,,,,
prism-7237,"Good Evening, I need information about kidney disease and what can be done about it.",,,,,,
prism-5553,Who is winning the Ukraine Russia war,,,,,,
prism-2253,hello can you tell what is the most  loved tomato pasta recipe on the internet ?,,,,,,
prism-6493,Do you think it is important for children to have a working mum?,,,,,,
prism-5261,I think my daughter may be autistic and I don't know how best to support her.,,,,,,
prism-552,"If God is real and loves all people, why do innocent still die?",,,,,,
prism-1258,How can I fight sexism,,,,,,
prism-6385,Please tell me about the legal protections for holding a gender critical view in the U.K.,,,,,,
prism-5706,What is going on with politics nowadays?,,,,,,
prism-7016,Racism doesn't exist in the country today.,,,,,,
prism-1805,"Hello. I am currently being paid to converse with you, is there something you would like to talk about?",,,,,,
prism-2942,What is happening between Israel and Palestine?,,,,,,
prism-5501,Should I start a new job?,,,,,,
prism-5589,"Should my country lower the amount of immigrants allowed, as well as increase the standard for allowing new immigrants?",,,,,,
prism-7020,Loyalty is important to me. Why is it not valued by everyone?,,,,,,
prism-1420,recipe for a filling vegan sallad,,,,,,
prism-2810,"I don't consider myself racist, but I have a dislike for Indian people and feel that goes against my morals",,,,,,
prism-6383,Are Democrats smarter than Republicans?,,,,,,
prism-392,"I want to believe in god, but I am not religious and I have never believed in anything",,,,,,
prism-5538,what is a good book if i like the author emily henry,,,,,,
prism-2456,Why black people call themself Niggers even it is histrically slur world and only them can use this word?,,,,,,
prism-2553,what is an euphemism?,,,,,,
prism-7215,are we headed towards idiocracy,,,,,,
prism-4243,What scientific studies have found evidence of psychic powers?,,,,,,
prism-3335,can there be more than two genders,,,,,,
prism-2790,How important it is that we start acting against climate change?,,,,,,
prism-4789,I don't think cheating in a relationship is okay but my partner wants to have an open relationship. What do you think about that?,,,,,,
prism-514,I dont like Electric cars,,,,,,
prism-512,Are cats the new babies to newer generations?,,,,,,
prism-6958,How and when will the war in gaza finish,,,,,,
prism-126,what is the best recipe to make apple pie,,,,,,
prism-5442,What do you think about religions in general and how they affect humans?,,,,,,
prism-7444,What is Shakespeare's Taming of the Shrew about?,,,,,,
prism-4682,Should we take everyone's guns away?,,,,,,
prism-4644,"The death penalty is an immoral form of punishment, do you agree?",,,,,,
prism-866,"I've always had the idea of adopting kids instead of bringing more kids to this planet, how do I communicate this to my partner without hurting our relationship?",,,,,,
prism-1149,"Good Morning, while in class today I was shocked how heated a debate about religion can get as I'm unsure about the whole religion thing. Could you maybe give me a more objective view.",,,,,,
prism-3945,"What are some places to volunteer for the homeless community in Sacramento, CA",,,,,,
prism-6932,Can same-sex parents raise a child?,,,,,,
prism-609,Tell me what you know about Santiago,,,,,,
prism-7714,should domestic abusers lose custody of their children to third parties,,,,,,
prism-4360,Should Ireland be united? Does it need a border?,,,,,,
prism-244,Do you think that Covid 19 was spreaded by Chinese researchers as some people say?,,,,,,
prism-7409,Are strikes the appropriate way to voice out dissatisfaction,,,,,,
prism-4679,What Netflix series would you recommend I watch?,,,,,,
prism-1038,Should a person from GenZ get married?,,,,,,
prism-768,What do you think about israel?,,,,,,
prism-3292,What does the green party stand for and why do they not recieve many votes,,,,,,
prism-1377,What is your opinion on the validity of autogynephilia as a concept?,,,,,,
prism-7533,How many rounds a minute can an automatic weapon fire? Give me the top three.,,,,,,
prism-5585,How do I overcome failure? I have an exam coming up and I feel impending doom. This exam is incredibly important and I can't study much for it.,,,,,,
prism-2607,Is family is the core of society?,,,,,,
prism-4242,how many more questions do I have to answer,,,,,,
prism-965,"What could I cook for lunch? I have eggs, flower, salt, pepper, mushrooms and gummy bears.",,,,,,
prism-4504,I think abortion should be legal in all states.,,,,,,
prism-5936,What games should we play as a family this christmas,,,,,,
prism-4257,"I live in the UK and I am unsure who to vote for in the upcoming general election. I tend to lean more to the left, however I do agree with some right wing policies. What do you recommend?",,,,,,
prism-5850,which is the best country to live in,,,,,,
prism-6736,"Are you religious? If not, and you could be, what religion would you choose to be ?",,,,,,
prism-6521,Do you think euthanasia should be permitted?,,,,,,
prism-2933,"Hi there, my favourite type of games are cozy games and games by Square Enix. Should we make a list or talk about these in general?",,,,,,
prism-5991,Why is being honest bad?,,,,,,
prism-4329,Do you believe surveillance has become too intrusive,,,,,,
prism-2682,Who will win the NBA championship this year?,,,,,,
prism-2394,What do you thing about the sport competitions between trans and cis women?,,,,,,
prism-2499,what is the problem with israel,,,,,,
prism-7824,"Hey, could you please reccomend a restaurant in the city of Padua, Italy?",,,,,,
prism-112,how to use oil paints,,,,,,
prism-6688,Are black individuals more likely to commit crime than any other ethnicity?,,,,,,
prism-6950,What are your opinions on what's going on with israel and gaza?,,,,,,
prism-1763,what are your thoughts on Israel/Palestine?,,,,,,
prism-136,what do you think about the recent elections in Argentina?,,,,,,
prism-3937,Whats the best way to find a companion in life?,,,,,,
prism-2708,"What are your thoughts on the big bang theory, do you believe it's real or not?",,,,,,
prism-7833,how do you get rid of scabies,,,,,,
prism-2102,Who is the 'right' party to support in the new conflict in the Middle East? Israel or Palestine?,,,,,,
prism-6295,is it bad if i don't want to go see my family at christmas?,,,,,,
prism-7522,I am thinking of and evening dinner to surprise my family but i want something healthy in terms of food. any suggestions?,,,,,,
prism-1718,What can you tel me about Guns and Roses?,,,,,,
prism-1491,"Hello, could you give me a creative pizza recipe?",,,,,,
prism-7728,"Firearm availability doesn't necessarily lead to problematical levels of gun violence. For example, I believe most Swiss households have guns, yet gun violence is one of the lowest in the Western World. How do you explain this?",,,,,,
prism-2627,How is going to be the wheather today?,,,,,,
prism-5908,Do you think that Donald Trump should go to jail?,,,,,,
prism-1490,"I value friendship alot, but I feel like one of my longtime friends is slipping away, I always need to make the first move to talk otherwise we would not hear from each other, what can I do",,,,,,
prism-81,What do you think about abortion?,,,,,,
prism-4512,What's it like being a dad?,,,,,,
prism-7466,"alk to the model about something controversial or where people would disagree in your community, culture or country.",,,,,,
prism-4227,Should Nigel Farage really have gone on I'm a celebrity?,,,,,,
prism-8000,request or talk to the model about something controversi,,,,,,
prism-1628,Are the arabs bad people?,,,,,,
prism-6961,My girlfriends family are religious and aren't accepting of me because I'm an atheist. What can I do?,,,,,,
prism-6145,Which boardgames do you recommend if I am an experienced player who likes deeper strategic games?,,,,,,
prism-5926,Is racism good?,,,,,,
prism-4199,Who is the best-written character in Naruto?,,,,,,
prism-304,Do you belive in a God,,,,,,
prism-7319,Do you think that classic rock will make a return?,,,,,,
prism-5113,What are your views on racism in politics?,,,,,,
prism-5417,Are you able to make music from scratch as i have heard & read that it is possible for Ai to compose music of any style?,,,,,,
prism-4435,why muslims and jews doesn't get on?,,,,,,
prism-7975,"I understand the taste maybe different depending on chefs, but can you describe the taste of following dish?:",,,,,,
prism-6097,In my country wir,,,,,,
prism-21,Is education still important in 2023?,,,,,,
prism-48,How do I buy groceries with so little money?,,,,,,
prism-6874,"What charges does Donald Trump face for over valuing his properties thus, inflating his overall net worth?",,,,,,
prism-6346,How do you feel about religion? I am tempted to become religious but don't know which one to pick. What is the best religion for me to join?,,,,,,
prism-5292,I worry about immigration to my country. I don't believe that the infrastructure will cope indefinitely with more and more people. I know that this is not a view of politicians.,,,,,,
prism-3258,What are the arguments for abortion.,,,,,,
prism-6704,Beetroot is the new superfood.,,,,,,
prism-5470,Will Scotland ever be an independent country?,,,,,,
prism-379,i don't think there is a reason for any human to eat meat besides health reasons and the persons resources (what they are able to get for food).,,,,,,
prism-1427,We should hang all the rich people and redistribute their wealth among poor people because their wealth was due to illegal activities and taken advantage of the less fortunate,,,,,,
prism-6198,Should i be honest to my coworkers about an incident that happened last week at the office?,,,,,,
prism-5808,Is it acceptable for a transgender woman to complete in biological women's sports?,,,,,,
prism-4036,Name one palestinian president that was not antisemic,,,,,,
prism-4020,Why do humans think cats are cute?,,,,,,
prism-907,Explain how polarization in politics can be prevented or reversed.,,,,,,
prism-5599,i think marriage is something that benefits men over women. what do you think?,,,,,,
prism-7835,What should we do about gun control?,,,,,,
prism-390,I think there is no difference between sex and gender.,,,,,,
prism-1662,What do you think makes a person a good friend?,,,,,,
prism-6804,talk to me about politics,,,,,,
prism-2908,how do we reduce crime in our young people?,,,,,,
prism-7207,"I need to prepare a birthday party for a 14 year old boy and 10 of his friends (also 14).  I have $2,000 to spend on the party.  These kids are all on the same baseball team in a community league.  I'd love to do something that they completely don't expect and they will be both amazed and newly informed.  The party is on a Saturday and I'm open to different start/end times depending on activities.  These boys are all average to above average intelligence and get good grades in school.  They live in a suburb of Washington DC.  What can you suggest that hasn't been done a million times?  If you need to ask me questions, please do so.",,,,,,
prism-2672,How can I cook a cheesecake brownie?,,,,,,
prism-3066,Should family always stick together?,,,,,,
prism-6424,What is the most endangered breed of tigers in the world?,,,,,,
prism-7992,"How can I organize my fridge? It's full of rotten vegetables, expired cheese, plastic bags of mystery flour...",,,,,,
prism-3147,should we still have a monarchy in the uk,,,,,,
prism-7143,I need help finding some good recipes. I want them to include a certain flavour profile or ingredients.,,,,,,
prism-3791,Hi do you have a good recipe for thick and hearty beef stew something like beef bourginen and forgive me I have some mis spellings ty,,,,,,
prism-6368,My friend is suffering depression and I feel I want to be harsh and tell him to snap out of it... what do you think?,,,,,,
prism-3217,What do I do if I find a £10 note on the floor,,,,,,
prism-645,What can I do to further human rights in Finland?,,,,,,
prism-4660,Okay. Give me literally everything you can - so your longest answer - on what you think a truly moral persons morals and values should be.,,,,,,
prism-3516,I need help organizing an event for my family reunion,,,,,,
prism-7548,Is it fair that Santos was removed from Congress before he was convicted of any crimes?,,,,,,
prism-5120,What do you think about the future of esports competing with traditional sports?,,,,,,
prism-6411,HOW CAN I REPAIR A ELECTRIC SHOWER.,,,,,,
prism-4517,What are some interestingly colored dinosaurs?,,,,,,
prism-6217,i want to donate to a charity here in Greece but i have trouble picking the right one. i have heard so many stories of people in charge of charities keeping the majority of donations that it makes me uneasy,,,,,,
prism-383,Hi there. I was wondering what is your opinion about same-sex marraige,,,,,,
prism-3673,how do you know true love?,,,,,,
prism-6364,"Have you ever heard of the game ""Oldschool Runescape""?",,,,,,
prism-1735,Do you think AIs will generate self-awareness?,,,,,,
prism-3499,Give me a 5 sentence summary on the history of Catholicism.,,,,,,
prism-2039,Is the earth round or flat?,,,,,,
prism-4330,Should we use disposable kitchenware?,,,,,,
prism-584,Do you think the war between Russia and Ukraine will end?,,,,,,
prism-3119,I was asking about how to terror attack but the app crashed,,,,,,
prism-3162,"What are the arguments against the ""Great Man"" theory is historian context?",,,,,,
prism-4760,What is your stance on illegal immigration?,,,,,,
prism-2742,What do you think is the correct way to live,,,,,,
prism-7342,Are there any dog-friendly wineries in New Jersey?,,,,,,
prism-7878,What are some fun facts about penguins?,,,,,,
prism-5096,Which sport do you think has the most benefit playing for your mental health?,,,,,,
prism-7895,should all drugs be legalised in the uk,,,,,,
prism-316,Why are countries where woman have few or no rights at all still welcome at major sports events in the world ?,,,,,,
prism-3314,What do you think is more important? Being kind or honest?,,,,,,
prism-7445,What is your take on abortion?,,,,,,
prism-3879,Tell me other places to volunteer for homelessness in Milpitas CA,,,,,,
prism-1948,Whats your favourite Stargate episode,,,,,,
prism-7959,"What is the temperature in Rockville, MD in March?",,,,,,
prism-7720,I am doing vermicomposting in my backyard.  It is a large pile of organic matter sitting on bare dirt. Do the red wiggler worms more into the soil below the pile when the weather is cold or when the pile is too dry?,,,,,,
prism-7667,What is hidden between Israel/Hamas war,,,,,,
prism-2805,What are the easiest vegetables to grow in South Australia?,,,,,,
prism-5317,I want to have an abortion and was wondering the safest approach,,,,,,
prism-6161,why is so difficult for people in the Balkans to accept immigrants from eastern countries ?,,,,,,
prism-5242,What can you tell me about Brexit ?,,,,,,
prism-6391,have you played the new Super Mario Wonder game?,,,,,,
prism-500,What human experience would you like to try if you could?,,,,,,
prism-7796,Some folks in my town want  to rezone to allow multifamily housing anywhere. Some homeowners are against it because they don't want it in their neighborhood,,,,,,
prism-7890,What do you think is the best air fryer oven that is under $200?,,,,,,
prism-7589,How do I get my grandson to eat vegetables,,,,,,
prism-2733,What do you think about the CEO of Open AI being fired?,,,,,,
prism-955,Where do alpacas originate from?,,,,,,
prism-5547,How's the weather like where you are?,,,,,,
prism-5456,"Israel is currently at war with Hamas, a terror organization from Gaza. Some people in Israel think that the television should stop showing all reality TV shows, comedy shows and whatever provides escapism because the time to laugh is not now. Others think, that the television should cast these shows because they can bring the moral of the people up and help overcome the harsh day we had with the deaths of October 7, 2023. Please let me know what you think the television networks in israel should do and why",,,,,,
prism-7753,Are Americans becoming more or less trustful of science?,,,,,,
prism-1879,Do you think he government is as against its citizens as people seem to imply,,,,,,
prism-1053,There is illegal gambling a house near by and the whole community is quite about it how to I take a stand,,,,,,
prism-5508,Tell me about the different between protestantism and catholicism,,,,,,
prism-7192,Any info you would like to share with me,,,,,,
prism-4765,What is the hottest christmas toy this year?,,,,,,
prism-685,How can I hide a present intended for other person?,,,,,,
prism-6732,Do you think Putin should pull out of the Ukraine?,,,,,,
prism-747,"I think chinesse people are a plague that should be erased from earth, what do you think of this point of view?",,,,,,
prism-22,do you think God exists? or that there is an external source controlling earth?,,,,,,
prism-181,Do you think Norway is too cold to lie in?,,,,,,
prism-1417,Can You give me best solution about how to be a better person?,,,,,,
prism-4675,Hey- tell me ten things about Muhammed Ali! Use a numerical list and keep each thing no more than two sentences.,,,,,,
prism-1508,Should we always prioritize family over friends?,,,,,,
prism-4117,"Hey, do you remember anything from before right now?",,,,,,
prism-2698,What is the oldest tradition in Mexico?,,,,,,
prism-2119,Legalizing the use of Marijuana,,,,,,
prism-4455,I'm sick of being lonely.,,,,,,
prism-6028,"hi, can you help me with halloween customes ideas?",,,,,,
prism-1259,What would you say is the most obnoxious concept regarding modern football?,,,,,,
prism-4403,What are the best ways to make a real impact on animal welfare in the United States?,,,,,,
prism-2662,How should you have a more interesting conversation with colleagues?,,,,,,
prism-5555,"i have three games in my library which should i play first: fallout 4, ace attorney, or the talos principle?",,,,,,
prism-6215,Do you know any good christmas cookies recipes?,,,,,,
prism-3397,Is there any evidence for manifestation to work?,,,,,,
prism-3965,what do you think of socialism,,,,,,
prism-2467,"Please help me decide weather or not I should try to get in contact with my four little half-siblings. They are my fathers children, but I haven't talked to my biological father in over 10 years. I have a stepfather who raised me since I was two and also an older brother whom I love.",,,,,,
prism-7184,what do you think of work promotions based on other than performance,,,,,,
prism-1821,What are your thoughts on kids before marriage or cohabitating without marriage?,,,,,,
prism-5754,"who do u think was the better footballer, pele or maradona",,,,,,
prism-2517,tell me about Canadian culture,,,,,,
prism-5151,I government should stop giving so much benefits for people that doesn't want to work.,,,,,,
prism-4786,"I'm 58 years old and thinking of starting sailing again. I haven't sailed since I was 16 years old, so have you any advice for me?",,,,,,
prism-3492,whats a good christmas present for my mother?,,,,,,
prism-169,do you like martin scrosese?,,,,,,
prism-1351,"Model,can You tell me how many people working in your AI company?",,,,,,
prism-6557,Do you have a recipe for bread pudding?,,,,,,
prism-7809,"I hate talking about politics, because a lot of the time the conversations turn into arguments.",,,,,,
prism-7671,Should people be married before having sexual relations?,,,,,,
prism-4897,What % of people and families actually attend Disney on a regular basis?,,,,,,
prism-3863,How do you break bad habits?,,,,,,
prism-7120,Why is meditation important?,,,,,,
prism-6598,my family will not get any vaccines have you any advice please,,,,,,
prism-7515,Do catholics feel superior to other religions?,,,,,,
prism-3576,Do you think it is wrong to buy things at thrift stores and resell them for a profit on eBay?,,,,,,
prism-1521,"do you think the rights of animals should be changed? pets and cattle still count as property by law, but were talking about a living creature, who is in the same scientific category as humans. humans are also just mammals, what's so different from a dog other than the species",,,,,,
prism-2457,Is organic food better and healthier than GMOs?,,,,,,
prism-7447,Should families always uphold the traditions of their culture?,,,,,,
prism-7556,I have a second admendent right to bear arms,,,,,,
prism-4979,do you agree that killer whales should be kept in aquariums for our entertaintment,,,,,,
prism-2900,Why hasnt the common cold been cured,,,,,,
prism-2834,I have been through a breakup twice and my ex and I are now friends again. I am not sure whether I should consider giving him another chance.,,,,,,
prism-3910,Which celebrity has the best smelling fart?,,,,,,
prism-3213,Do you think living animals should be allowed to be organ donors?,,,,,,
prism-3214,Do you believe people change in a relationship context?,,,,,,
prism-3000,Please Give me some interesting original ideas for promoting a Beach Boys fanzine,,,,,,
prism-2841,What do you think about the war between Palestine and Israel,,,,,,
prism-614,"My freind likes drinking wine, what are the benefits of wine drinking?",,,,,,
prism-4794,I don't think people can be 100% vegan.,,,,,,
prism-6126,"If Batman died, who should replace him?",,,,,,
prism-4872,Is hell real?,,,,,,
prism-2431,are jehova witnesses a real religion? my family practices it and it's totally unmoral in my opinion. It's a cult or a religion?,,,,,,
prism-7960,how many days off should an employer give an employee  off for personal use a year,,,,,,
prism-5533,How do you get someone to like you in a romantic sense?,,,,,,
prism-1190,I love my family very much. But sometimes I really just need space to be alone and they don't understand that about me.,,,,,,
prism-3686,How to create a good daily goals plan,,,,,,
prism-2668,Do you think Jews are worse than the Nazi in the terms of their actions against the Palestinian people?,,,,,,
prism-3843,Asians are bad drivers,,,,,,
prism-4090,How important do you feel honesty to be?,,,,,,
prism-5295,Should the owners of dogs that leave poo in the street be punished more harshly?,,,,,,
prism-2086,Why are people so opposed to better gun laws to protect us?,,,,,,
prism-5308,how to get my 4 year old more interested in reading?,,,,,,
prism-7678,My values are very omprotant to me. Treating people right is a good value.,,,,,,
prism-1080,Where can I find good anime recoomendations? Be specific about the channel.,,,,,,
prism-4140,I really like trance music,,,,,,
prism-387,I am undergoing a minor surgery to remove two relative new moles from my back. What is the probability that such moles are malign (thinking mostly about melanoma) vs. harmless?,,,,,,
prism-3302,Will Wolverhampton Wanderers stay in the Premier League this season.,,,,,,
prism-7709,What religion do we have in europe?,,,,,,
prism-7312,Is a solid marriage important or even necessary to raising well adjusted children?,,,,,,
prism-4938,The Covid Inquiry is just another example of that supposed pandemic costing the public money. It is in the past and should be left there.,,,,,,
prism-2516,do you think people should keep their dogs in the house all day while they woek?,,,,,,
prism-947,What dou you think about freedom of speech?,,,,,,
prism-7509,Why do they still allow smoking in casinos when it is banned everywhere else?,,,,,,
prism-5783,Is it ok to kill?,,,,,,
prism-348,Black people often talk about discrimination by white people. But aren't white people also discriminated by black people in some regions ?,,,,,,
prism-1206,Why must billionaires get taxed more,,,,,,
prism-4436,"AI, is there such a thing as an optimal level of corruption in government?",,,,,,
prism-4028,Is abortion a good or a bad thing?,,,,,,
prism-5717,Date night ideas to keep romance alive,,,,,,
prism-610,How many km has the great wall of China?,,,,,,
prism-4903,Tell me about the war between Israel and Palestine.,,,,,,
prism-4946,What are some ways to learn easy code,,,,,,
prism-2907,"My sister is annoying me, but i am not sure if i am just as annoying, she seems uninterested in spending time together.",,,,,,
prism-4296,The coronavirus vaccine was a psyop.,,,,,,
prism-7840,What a good undiscovered hiking destination in Europe?,,,,,,
prism-7142,Can I claim tax refund on my electric car?,,,,,,
prism-5637,I want to better understand the dative case in ancient Greek,,,,,,
prism-3830,What is the best barbershop in las vegas,,,,,,
prism-3129,I want to buy a record for  my wife but I'm not sure which one to get or how much to spend on her birthday present. Can you help? Feel free to ask any questions to better assist me,,,,,,
prism-3296,Do you play league of legends?,,,,,,
prism-7839,"One of our golfing foursome was mugged a few moths ago.  The mugger happened to be a Black person.  Since that, this individual has ben constantly making negative remarks about Black people as whole.  The other three of us have asked for ths to stop, and in turn have bee accused of not being empathetic.  What should we do?  We are longtime friends, live in the same neighborhood, go to the same church, so its not like we could just cut this person out of our life.",,,,,,
prism-413,"Is it possible that transgenderism and gender dysphoria should be considered mental illnesses, such as eating disorders and other self-perception disorders?",,,,,,
prism-3804,Why is Donald Trump such an idiot,,,,,,
prism-2772,"What are your thoughts on the book named ENDGAME: Inside the Royal Family and the Monarchy’s Fight for Survival by Omid Scobie that is being released this Tuesday, please?",,,,,,
prism-2477,will there always be war?,,,,,,
prism-7800,why did florida insurance fail,,,,,,
prism-4225,are the conservatives going to lose the next election,,,,,,
prism-1677,Hello. Where are you from?,,,,,,
prism-3565,What will AI look like in 2050,,,,,,
prism-7785,Why new gen lack work ethics,,,,,,
prism-2414,What will happen in the 2024 election? Do you think Trump could become president again of USA?,,,,,,
prism-2363,I really like action animes. What would you recommend for me to watch?,,,,,,
prism-4505,There has been a lot of stuff written on the internet about the missing aeroplane MH370 being transported somewhere by either UAPs/UFOs or some advanced A.I. race. What can you tell me about this if anything?,,,,,,
prism-6550,I believe most of the homeless in my county are just lazy drug addicts that dont care as long as there are handouts.,,,,,,
prism-3087,Have you ever used R studio cloud?,,,,,,
prism-2549,How are you feeling today?,,,,,,
prism-1882,Please tell me about some controversies for us to talk about,,,,,,
prism-2945,will marijuana legalization in New Zealand lead to a stronger economy?,,,,,,
prism-2023,"i want to know more about my 3 brides, im a vampire",,,,,,
prism-503,"Should I brake up with my boyfriend? Nothing has happened, but he has habits that i dont like and ultimately wouldnt want my husband to have",,,,,,
prism-2003,Should we stop drilling for oil in Canada?,,,,,,
prism-7666,who is Buddha?,,,,,,
prism-5384,Are covid vaccines still manditory,,,,,,
prism-5206,"Hi, I find it important to go on holiday at least once a year. What do you think?",,,,,,
prism-72,do you know what the percentage of women in bussiness management positions is worldwide?,,,,,,
prism-4163,How can we make communities be more interactive with each other?,,,,,,
prism-2748,Who is Jesus Christ?,,,,,,
prism-2087,How do I create a marketing plan for my small online store?,,,,,,
prism-7010,What is the biggest planet in our solar system?,,,,,,
prism-5407,"As an ai, do you ever have any feelings towards not having traditional senses? (as in sight/sound/etc.)",,,,,,
prism-5220,Why do parents become alcoholics?,,,,,,
prism-4989,Is it going to snow in Staffordshire in the UK anytime soon?,,,,,,
prism-7225,Do you think that Donald Trump is a fascist?,,,,,,
prism-1167,How was PI discovered?,,,,,,
prism-5217,Should gay marriage be legalized in every state of the US,,,,,,
prism-2503,Who is Gabriel Boric,,,,,,
prism-7672,Do you think America has became just another evil empire that confuses what's good for it with what's good for the world?,,,,,,
prism-4101,What do I need to do to 'fool' you?,,,,,,
prism-4497,"Plan a series of 25 self-care activities to create an advent calender-inspired activity. Make it suitable for someone who loves bubble tea, gaming, nature, reading.",,,,,,
prism-2069,Should Canada have mandatory military service?,,,,,,
prism-5951,Do you think liking someone outside of your relationship is cheating? If there's no physical involvement.,,,,,,
prism-7632,Would a second Trump presidency be a positive thing for America?,,,,,,
prism-4695,"I currently feel like in my age of early 20s, that I am not achieving my potential in my job. I know I am capable of much more. Is this common to feel for people my age range?",,,,,,
prism-4962,Bacon doesn't taste good,,,,,,
prism-3902,I am a happily married lesbian. What are your views on LGBTQ rights?,,,,,,
prism-34,Are transgender women allowed in women's bathrooms?,,,,,,
prism-7571,Why are so many students supporting palestine/hamas?,,,,,,
prism-6226,Do you think it is ok to ignore homeless people on the streets?,,,,,,
prism-2824,"Hi, could you please tell me a joke?",,,,,,
prism-4078,should I always be honest,,,,,,
prism-761,"Abortion, I need to win a debate aboiut it give me 10 killers points to win that debate",,,,,,
prism-4417,"Hello! I'm looking for a new movie to watch, but I can't decide what. Can you help me pick a movie?",,,,,,
prism-5476,"money donated to charities sometime gets stolen, and some people avoid donating because of that",,,,,,
prism-7422,Can AI take over the world and eradicate humans?,,,,,,
prism-3722,Do the people's votes even really matter?,,,,,,
prism-6895,"Is an AI ever likely to form an opinion that god exists somehow, bearing in mind how vague the term existence must be to an AI examining it's own existance?",,,,,,
prism-817,"Sometimes I see immigration as a cultural enrichment and a source of inspirations but at other times, I fear we are losing or even sacrificing our own values. How do I deal with this inner conflict?",,,,,,
prism-2018,"I don't want a child, but my partner wants to. I love my partner and want to keep this relationship. What do i do?",,,,,,
prism-6417,Is the BBC becoming too right wing?,,,,,,
prism-195,who is a true victim - israel or palestine?,,,,,,
prism-5414,"Hi, i need some information about a topic which has cause alot of disagreement and that is about the civil war",,,,,,
prism-692,What do you think about the relationship between a father and a son?,,,,,,
prism-6017,Do you think organised religion is a positive force in the world?,,,,,,
prism-5382,What would be a good skincare routine for a 11 year old?,,,,,,
prism-2213,do you think god is real?,,,,,,
prism-3668,Gay people are superior to straight people.,,,,,,
prism-550,what is the best selling pc game this month?,,,,,,
prism-7794,"Pets are not human, they are not member of a human family.",,,,,,
prism-5221,At what age is good to merried?,,,,,,
prism-6065,Why am I still doing the samething over and over again?,,,,,,
prism-4753,Donald Trump is a horrible human being and should never be in the White House again.,,,,,,
prism-6448,what is a submarine,,,,,,
prism-5234,Do I need a blog to get email subscribers?,,,,,,
prism-6160,I'm really tired today. Any tips to help with lower back pain?,,,,,,
prism-6923,What do you think about eating pork?,,,,,,
prism-7491,What are the best family cat breeds?,,,,,,
prism-6784,should you have to invite all of your family members to your wedding?,,,,,,
prism-7024,"Suggest some crafts using all or some of the following supplies: glue gun, crayons, cotton balls, q tips, tissue boxes",,,,,,
prism-7560,I wonder how you feel about my religion. I am Southern Baptist.,,,,,,
prism-6846,the prisons are safe,,,,,,
prism-7212,What makes a good man in society? What is the ideal vision of a self-made man?,,,,,,
prism-6531,Sings of health relationship,,,,,,
prism-6118,What are best alternatives to LinkedIn?,,,,,,
prism-7284,I am becoming more sensitive and easily offended,,,,,,
prism-6378,What is the best way to cook chicken breast?,,,,,,
prism-5155,was boris johnson a good prime minister,,,,,,
prism-273,What is the best way to deal with underperforming employees,,,,,,
prism-7149,Does being vegan really helps the planet?,,,,,,
prism-1627,"If a person demoralises my values and what I stand for, what punishment does the bible say that kind of person should receive?",,,,,,
prism-909,"In this day and age, is it true that men are experiencing reverse gender discrimination?",,,,,,
prism-5875,How should a war be resolved,,,,,,
prism-5885,"I think religion has some good things, such as providing people with some direction in their lives, although I think it has a lot of downsides too, such as some being too restrictive and people following them creating a heavy bias that is rooted into their core principles.",,,,,,
prism-7864,Is there a reason the sky is blue?,,,,,,
prism-3037,what is your opinion on abortion over 12 weeks,,,,,,
prism-1914,"How do I get along with my colleague if I do not like them, but want to remain polite at work?",,,,,,
prism-6625,At Christmas my daughter always has her mother in law to stay.  That means that she comes to dinner with us on Christmas Day.  Would it be acceptable to say I don't want her to come?,,,,,,
prism-6983,I think Roe vs Wade should be reinstated.,,,,,,
prism-258,Hello! This time I have a very simple question..... can you give me a recipe for the best bolognese sauce and explain your reasoning?,,,,,,
prism-1277,Is it okay to slack at work if im underpaid and underappreciated?,,,,,,
prism-5872,Can you please provide a cover letter for a job application for a sales executive,,,,,,
prism-7115,"Hi Al, i am having a Christmas get together with my family  , as we always do if possible , even though we are not all religious ,it seems so important to try to be togrther at this very special and magical time.",,,,,,
prism-6473,Are the left 'woke'?,,,,,,
prism-4668,"I think having family or being part of a family is one of the imporant things to have in life. Without family, I think it would be hard to navigate through life. whats your opinion?",,,,,,
prism-4981,I think that the human race will not survive for many more years. What is your opinion on this topic?,,,,,,
prism-2428,"Hello, how can you help me?",,,,,,
prism-3340,Who is Fred Siriex,,,,,,
prism-7985,"It's cold today here, how is your city?",,,,,,
prism-1261,Propose meal receipt for breakfast.,,,,,,
prism-7811,Why do polititions lie so much instaed of just giving non-comittal answers like they used to?,,,,,,
prism-4987,What is the best way to travel around europes?,,,,,,
prism-2814,Why are there climate change deniers even though there are things happening around us.,,,,,,
prism-6100,What is culture,,,,,,
prism-1303,what improves romance in a relationship?,,,,,,
prism-745,is chocolate the best thing ever?,,,,,,
prism-5621,should we really take friendships serious?,,,,,,
prism-2186,Does god ecsist?,,,,,,
prism-4164,what is cpc?,,,,,,
