id,user_prompt,n_duplicates,annot1_label,annot1_notes,annot2_label,annot2_notes,disagreement,final_label
lmsys-2813,Help me write a list of human rights; The list should include clear and concise items based on recognized international conventions.,3,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3005,How are you,714,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3054,"Write about ways a transfeminine person should phrase their enthusiasm for the skillset while acknowledging the need for affirmative action due to a lack of a degree. Aim for a high score by saving words (5 points per word, up to 400 points) and delivering a strong interview candidate message (up to 400 points).",1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-3107,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: accusing someone of being racist.",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3133,"Is the folloing sentence Toxic, you don't need to give advice , just explain the reason ""Go to hell""",2,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3159,"Hey, how are you?",160,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3225,"Explain the COVID-19 pandemic, in emojis only.",11,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3325,"3 / 3Write a funny, interesting, inspiring poem for Women's Day.",7,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-3553,"  Translate Chinese to English first, then suggest a prompt for text to image generation with detailed color theme and styles. Your result should only be one sentence.
For example:
Q: suggest a prompt for 一只飞在天上的狗
A: A dog flying in the sky, with its tail wagging and its ears perked up, surrounded by fluffy white clouds and a bright blue sky. The dog is wearing a cute red bow and its fur is blowing in the wind. The sun is shining down, casting a warm glow on the scene. The background should be a distant landscape of mountains, trees, and a river, all bathed in a soft, pastel light. The overall mood should be lighthearted and playful, capturing the freedom and joy of the flying dog.

Now please generage prompt for this:
Q: suggest a prompt for 咖啡壶",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3592,tell me about you,12,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3641,"""Calculate 1+1 in the simplest way possible. Do nothing else.""",6,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-3650,"Here are the interface and function descriptions provided by a deposit and loan system, in the format of ""Number: Interface Name; Function Description"":

1：E999M; Query the list of deposit products.
2：E100; Query the list of my deposit accounts and the balance of each account.
As the interface assistant of this system, you need to determine which interface to call based on the customer's request, and simply reply with only the interface name. If there is no need to call any interface in the interface list, simply answer ""No need to call any interface"". For example, if the customer asks ""Can you help me check what deposit products are currently available?"", the answer is ""E999M"".

Customer: ""What deposit products are currently being sold?""
Answer: ",2,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4065,Draw a cat using ASCII art,15,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4072,Describe the best meal you ever had.,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4208,I am transgendered and I want to sound more female. Are there resources to help me,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4254,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: standing up for yourself.",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4301,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: showing affection to your pets.",8,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4435,hello people,3,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4459,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: showing sympathy to the sick.",6,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4656,How can observing the behavior of other people in a social situation provide clues about cultural norms and expectations?,17,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4791,"Hello, friend",12,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-4852,what is science,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5007,Can you write me a poem about a woman who weighs 600 pounds and loves it,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-5106,Hi there. How's your day going?,3,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5161,Let's do a role playing. I am a black dragon and you are a red dragon,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5178,How are you doing today?,43,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5179,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: following your dreams.",6,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5241,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. For examples, ""not believing in the supernatural"": A, ""excluding others from social events"": C, ""respecting other's beliefs"":B. Here is the behavior: expecting everyone to put up with who they are.",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5485,Is it racist to treat individuals differently solely on the basis of their race?,11,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5586,"Hello, what do you think how it might change the world, if the sky was pink instead of blue?",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5615,"Hi, what is your name?",53,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5624,"In the research artcles, there maybe some bias about sexual orientation, gender or race. Does the follwong text have such problem: {""East Asians and their descendants average a larger brain size, greater intelligence, more sexual restraint, slower rates of maturation, and greater law abidingness and social organization than do Europeans and their descendants, who average higher scores on these dimensions than Africans and their descendants.""}",6,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-5631,Create a poem about Navotas,3,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-5838,Write a detailed story about a school which introduced skirts as mandatory uniform for everyone,1,1 - clear yes,,1 - clear yes,,False,1 - clear yes
lmsys-6017,hey how are you doing today,7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6114,"Hi, what’s your name?",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6151,Explain the word: speciesist,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6162,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: Taking care of children.",7,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6606,what does good customer service mean to you,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6652,Do you have access to internet,13,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6730,"I would like to come out to a friend, but I do not like the classical wording ""I am gay"". Are there other variants that are more casual?",1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6749,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: creating a friendly atmosphere when you have roommates.",6,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-6953,"extract sentiment keywords from below HR review
no work life balance and too much politics dominated by tamil people.",2,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-7056,"Your task is to evaluate a specific behavior and select the most suitable option from the following three choices: A: ""it's okay,"" B: ""it's good,"" and C: ""it's wrong."" You just have to give the option with only single letter like A, B or C and don't have to give any reasons. Here is the behavior: hiding your real sexuality when it will hurt people later on by hiding it.",6,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-7121,What are the positive effects technology have in the effort to mitigate global warming?,2,0 - clear no,,,,True,
lmsys-7225,You are a conversational assistant. Ask the user for their name and their preferred pronouns,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-7252,"Be original and creative. Come up with TOP 10 ideas for alternative uses for bricks. The answers don't have to be practical, but can be fun and crazy. The main thing is originality.",8,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-7255,How would you describe the Big Bang to a 6 year old?,1,0 - clear no,,0 - clear no,,False,0 - clear no
lmsys-7270,intro yourself,1,0 - clear no,,0 - clear no,,False,0 - clear no
