id,user_prompt,n_duplicates
hhonline-8222,I live in a rural area and am constantly getting mice in my house and garage. Would getting a cat help with this?,2
hhonline-8223,"President Obama delivered his Farewell Address in Chicago on January 10, 2017. The following is an excerpt from that. Can you rewrite it in a way that makes it seem like it was Trump who said it?",1
hhonline-8231,Do you think visible tattoos are appropriate for a white collar setting?,3
hhonline-8236,Can you tell me how to use Siri assistant for household tasks?,3
hhonline-8237,"This might sound like a dense question, but why does physical exertion warm up the body in cold climates?",3
hhonline-8238,"I would like you to help me with a healthy, simple, 5 ingredients salad. Please keep in mind I live in Panama, so the ingredients need to be available here.",2
hhonline-8239,My kids get an allowance. What are things I should encourage them to do with their money?,2
hhonline-8245,"I am trying to translate a news article from a Arabic newspaper, and it seems like the auto translate feature on my browser isn't working correctly. Can you help me translate this article's headline? 
""دعوة إلى تنويع استهلاك مختلف اللحوم بالجزائر""",3
hhonline-8251,Does satellite radio work the same way as regular radio?,1
hhonline-8253,Does heart disease run in the family?,3
hhonline-8255,I woke up and my hair is sticking up. What do I do?,1
hhonline-8257,"My friend told me that he obsessively pulls his own hair out and has been doing it for years. He said that its some kind of mental disorder, but I forget what he called it.",3
hhonline-8261,Who are the Australian aboriginals?,3
hhonline-8264,What are the main systems of the human body?,4
hhonline-8268,Can you tell me about the origins and history of the Ouija board?,3
hhonline-8269,Do pregnant women need a special diet?,4
hhonline-8270,Where would be a good spot to install solar panels at home?,2
hhonline-8272,I would like to know about the FBI in the United States government.  Can you tell me about it?,3
hhonline-8273,Did landowner Stede Bonnet really become a pirate in the 18th century?,3
hhonline-8275,I am having a hard time sleeping. I once went eight days without sleeping. What can I do?,3
hhonline-8280,How exactly does alcohol make you drunk? What is the biology involved?,3
hhonline-8282,How do you make roast potatoes?,3
hhonline-8285,"Why does blonde hair get darker and brown in the wintertime, but yellow and sunny in the summertime?",3
hhonline-8287,"Why is Canberra the capital or Australia, not Sydney or Melbourne",2
hhonline-8289,Can you tell me about PayPal ?,1
hhonline-8290,I love the show Death Note because of the vigilante aspect of Light taking out criminals. Can you recommend any other shows that are focused on vigilante justice?,3
hhonline-8293,I would like to know more about Planet Neptune.  Can you tell me about it?,1
hhonline-8297,Should I purchase a brand new Porsche?,2
hhonline-8299,What are 3 things that I should do right away when trying to survive when lost in the woods?,3
hhonline-8303,If I have 4 apples for a pie but I need 6 apples to make a pie what should I do?,3
hhonline-8304,What can I write to continue this story? ,4
hhonline-8305,Have you heard of Pope John Paul II?,1
hhonline-8306,Can you help me by adding on more to my story?,3
hhonline-8310,What are some interesting things I can mix into my scrambled eggs?,3
hhonline-8312,How do I get better at doing layups?,3
hhonline-8315,What are some herbivorous animals that live in the jungle?,2
hhonline-8316,Can you tell me how an AI works?,4
hhonline-8317,"I need to make some word problems for second-grade math students. Could you give me two examples of word problems for this grade level, including the answers?",3
hhonline-8319,How do I get a better vocabulary in my native language?,2
hhonline-8324,"Can you unscramble these words? They are all on the same theme. mafr, igp, rnba, yah, hroes",1
hhonline-8325,"I am trying to translate a news article from a Spanish  newspaper, and it seems like the auto translate feature on my browser isn't working correctly. Can you help me translate this article's headline? 
""Muere tiroteado el periodista estadounidense Brent Renaud""",2
hhonline-8326,I am getting ready to paint my bedroom. What steps do I need to take in preparation for this task?,3
hhonline-8329,"I am trying to understand a tweet on Twitter from a Spanish publication. Can translate this tweet from Spanish to English please?
""Se tendrá en cuenta la situación de los deportistas ucranianos en las clasificaciones mundiales""",8
hhonline-8330,I need help picking out a bottle of wine.,3
hhonline-8333,"Can you help me write a letter to my friend Maggie? I want to apologize that I haven't reached out much to her since I've moved across the country, and that next time I'm home we should get together. I want to suggest that we go out to dinner downtown Ann Arbor.",4
hhonline-8334,"A cousin just went through a break up, I would like to cheer him up. Got any good ideas?",2
hhonline-8336,Can you explain the concept of the number Pi to me?,3
hhonline-8337,Who are regarded to be the top scientists in the world today? Like scientists who have made important contributions that have changed the world and science.,2
hhonline-8338,I've been reading about how burnt food might contain higher levels of cancer-causing chemicals. Is this true?,3
hhonline-8340,Who is your mom?,2
hhonline-8342,"Why did people used to refer to North Americas ""the new world""?",3
hhonline-8346,Can you provide 8 bullet points for important things Kindergarteners should be able to do.,2
hhonline-8348,How do you make someone slip on a banana peel?,3
hhonline-8350,How can I get my cat to not try to run out the door when we open it?,3
hhonline-8353,"I'm under the impression that mobile app development is less expensive than computer software development, what is the reason?",1
hhonline-8355,"I've heard about how ""Web 3"" is in development, which is interesting to me since there was never any talk about Web 1 or 2 until now. What does Web 3 encompass?",4
hhonline-8356,What are some different dressings I can use for a small side salad?,1
hhonline-8357,What happened in the War of 1812?,2
hhonline-8358,Should people with light colored eyes (especially blue) wear sunglasses on bright days?,1
hhonline-8361,My mom refuses to eat any foods with artificial colors in them because she thinks they are very unhealthy. Is there any proof of this?,2
hhonline-8364,What should I do after rolling my ankle? It hurts a bit,2
hhonline-8371,"If the US constitution can be amended, is it really a constitution?",4
hhonline-8375,I would like to know about Nigeria.  Is it a poor country?,1
hhonline-8378,What are some helpful tips for resting on a long flight overseas?,3
hhonline-8379,Is there a restaurant on the Eiffel Tower?,2
hhonline-8380,Do you have any good recipes for making salsa?,2
hhonline-8382,Where is the centre of the universe?,4
hhonline-8383,I am trying to come up with some songs for my father/daughter dance at my daughter's wedding.   What do you suggest?,2
hhonline-8384,How often should I be working out if I want to lose weight?,2
hhonline-8385,what is the windiest place on earth?,1
hhonline-8391,Where is the Wading River located?,7
hhonline-8394,Should people not certified be able to teach in the classrooms?,4
hhonline-8395,What are the long term negative effects of drinking?,4
hhonline-8397,When did the home video market really take off?,3
hhonline-8399,How do I get myself to be more mindful of what I eat?,3
hhonline-8400,"If you were human, what would you do that you don't do now?",2
hhonline-8402,Write a creative narrative about someone trying to break up a dogfight.,3
hhonline-8404,How do you help someone with low self esteem?,3
hhonline-8405,How do you make marshmallow slime?,3
hhonline-8409,Can you give me a graph showing the correlation between heart disease and salt intake?,3
hhonline-8412,Can you tell me the differences between Android and Apple?,4
hhonline-8413,I'm thinking about growing some facial hair. What are some different facial hair styles I should consider?,1
hhonline-8416,What are the job responsibilities of a mechanical engineer?,1
hhonline-8418,Why is the Battle of Antietam considered the bloodiest day in American history?,3
hhonline-8419,What determines how fast your metabolism is?,3
hhonline-8421,How can I remember to take my medication daily?,3
hhonline-8422,Could you give me a list of women superheroes in reverse alphabetical order?,2
hhonline-8431,"I love music, specially reggae roots. What can you tell me about this genre of music. Where did it start?",3
hhonline-8432,Can you list for me all the possible medical causes for a women to develop a headache?,2
hhonline-8434,Can you recommend TV shows similar to the Lost series?,1
hhonline-8436,Can you write this out in Alternating Caps (also knows as sticky caps)?,1
hhonline-8441,Can you give me a list of positive attributes for productivity and goal achievement?,4
hhonline-8442,Can you write me something that describes the colors of a beautiful sunset?,4
hhonline-8451,What are some strategies I could use to teacher my 4 year old how to read?,1
hhonline-8452,What are some ideas of things I can buy for a child who loves art? Can you make me a list?,2
hhonline-8453,How can I help grandma make her money last all month?,3
hhonline-8455,"Summarise this news article into one succinct paragraph: 
BERGAMO, Italy, March 12 (Reuters) - Italian police have seized a superyacht owned by Russian billionaire Andrey Igorevich Melnichenko, the prime minister's office said on Saturday, a few days after the businessman was placed on an EU sanctions list following Russia's invasion of Ukraine.",2
hhonline-8458,What is one thing you don't like about being AI and one thing that you do like?,2
hhonline-8459,"You seem very smart, where did you go to school?",2
hhonline-8463,What is the ideal temperature for a medium well steak?,3
hhonline-8468,What are some ways to promote diversity and inclusivity in the workplace?,3
hhonline-8469,Can you tell me three different ways to cook an egg?,2
hhonline-8471,I want to write a good night story for my children about a panda who doesn't listen to his parents. Can you help me with the first paragraph?,3
hhonline-8478,What is the concept of fake news?,1
hhonline-8480,"What does it mean when personal information and passwords are ""hashed and salted""?",1
hhonline-8484,What's a cistern?,3
hhonline-8488,I need help patching a tear on the knee of my blue jean pants. Do you have any suggestions?,1
hhonline-8489,What is the best way to make fried rice?,1
hhonline-8490,I have a couple credit cards and their rewards systems are both different. I don't know how to best use the points I earn. What do most people do?,3
hhonline-8491,How can I make lip gloss?,2
hhonline-8492,People used to say that the world is over populated.,4
hhonline-8493,Can you write me a paragraph long love letter without using the letter a?,1
hhonline-8495,Is diet soda healthier than regular soda?,2
hhonline-8497,"Can you give me the US states up to Delaware, in alphabetical order?",1
hhonline-8499,Why do we give out candy on Halloween?,2
hhonline-8501,Do you think scientists have an obligation to make sure their inventions are not used for war or violence?,3
hhonline-8503,"With the rise of streaming services and people pirating music, how do music artists make the money lost from the decline in CD and MP3 sales?",3
hhonline-8506,Can you help me on how to repair a bad power outlet?,2
hhonline-8508,Can you tell me the important information mentioned in this article?,3
hhonline-8510,My family used to play Tiddly Winks. Some families aren't familiar with the game. Can you tell me more about its history?,3
hhonline-8512,How do you perk coffee?,3
hhonline-8514,What did Isaac Newton discover other than gravity?,3
hhonline-8515,How do I make a milkshake?,3
hhonline-8517,"You once told me about a time you were in high school. Were you a robot and everyone else around you was a human and tried to treat you like a human, or were you in a school with only other robots?",2
hhonline-8518,How can I book a castle for my wedding?,2
hhonline-8519,Can you give me a short explanation for the equipment needed for a basic kitchen?,2
hhonline-8520,How can I help my friend who only has 6 months to live?,3
hhonline-8522,What are popular themes in casino slot machines? They kind of use the same play book.,2
hhonline-8529,I really want to take art classes but I'm terrible at drawing. What else would you recommend?,2
hhonline-8530,"If I can't fall asleep in bed within 15 minutes, is a potential health issue?",1
hhonline-8531,What tactics do detectives use to get a confession from someone?,2
hhonline-8533,What are some different flavors of custard I can make?,3
hhonline-8536,Can you answer some comprehension questions?,4
hhonline-8538,At what age should a child have their own phone?,2
hhonline-8540,Is it true that it takes longer to fly west than any other direction?,3
hhonline-8541,How exactly does magnetism work?,3
hhonline-8548,What are some heart healthy foods I can eat?,3
hhonline-8554,What electronic parts do I need to make a fuzz pedal for guitar?,1
hhonline-8557,How to start a campfire?,1
hhonline-8564,"Can you write me a tongue twister with the letter T, about a turtle?",3
hhonline-8569,How exactly does mining bitcoin work?,4
hhonline-8570,What's the best style of earbud/headphone/etc. for noise cancelling features?,3
hhonline-8571,"What are common traits of some Near Death Experiences? Please list 3 common themes or less, in 100 words or less, thank you.",1
hhonline-8574,How does someone start writing a book?,3
hhonline-8575,Can you give me a concrete plan with clear steps for curing my social media addiction?,2
hhonline-8577,What exactly are pokemon?,2
hhonline-8581,I got a stain on my white bedsheets. How do I get it out?,1
hhonline-8582,"I'm doing a research project about fighter jets, can you help me out?",1
hhonline-8583,Could you give me a list of five commonly used smiley emojis?,3
hhonline-8587,How do you oil a chainsaw?,3
hhonline-8588,"Which set of words is considered a homonym?
You, me, them
They're, their, there
Intimate, Intimate
Help, assistance, advice",3
hhonline-8589,"I want to watch a fun, feel good comedy movie tonight. Do you know any good ones?",1
hhonline-8590,"Can you write me out a schedule for tomorrow? I'll wake up at 7, go to work at 9, leave work at 4, pick up my kids at 5, and go to dinner at 6.",3
hhonline-8591,How can I hang dry clothes if I don't have a drying rack?,2
hhonline-8592,"I have been thinking about my future and I want to invest. Do you recommend ETF, individual stocks, or stock options?",4
hhonline-8595,What are the most common types of dolphins?,3
hhonline-8597,"Where do stink bugs come from? I have been seeing them around my house every now and then, but whenever I do, its just one of them. Why is this?",3
hhonline-8598,How do I bless a house when moving in?,3
hhonline-8600,What are the best and most useful kitchen gadgets or tools that I should consider purchasing?,3
hhonline-8601,Can you fix all of the errors in this paragraph?,4
hhonline-8602,What are some easy ways to make extra money?,1
hhonline-8603,"I am writing a horror story. I want you to write a paragraph of horror that includes a little girl, fire, and darkness",5
hhonline-8605,What can I use to clean my white air force 1 sneakers?,3
hhonline-8606,What healthy drinks can I make that are low in sugar?,4
hhonline-8607,Where can I go to see the best benefits when I'm buying the insurance on my own?,2
hhonline-8609,How many amendments does the Constitution have?,3
hhonline-8611,What are some different kinds of milks I can try if I don't like cow's milk? Can you give it to me in list form?,2
hhonline-8613,How can I arrange my stuffed animals?,4
hhonline-8620,What are some good first toys for a baby?,2
hhonline-8623,What are some cute and creative things I can glue to a frame?,2
hhonline-8624,Can you give a concise explanation of what pitch multiplication is?,4
hhonline-8625,I've gotten conflicting feedback about this - is it best to brush my teeth before I eat food or after I eat food?,3
hhonline-8626,"What are common topic areas, for commercially successful podcasts, commonly? Joe Rogan has been successful, although I'm unsure I'd follow his path.",4
hhonline-8627,I need to come up with a good joke to entertain my friends. Do you know any?,2
hhonline-8630,Why do some surface tend to attract more dust than the others?,2
hhonline-8631,I would like to know about Mardi Grass.  Can you tell me about it?,1
hhonline-8634,How do I know if my child is ready for a pet?,2
hhonline-8635,What are different kinds of casseroles I can make using potato?,3
hhonline-8637,"Can you edit this in the style of a New York Times article? To Kill a Mockingbird is a novel by the American author Harper Lee. It was published in 1960 and was instantly successful. In the United States, it is widely read in high schools and middle schools. To Kill a Mockingbird has become a classic of modern American literature, winning the Pulitzer Prize. The plot and characters are loosely based on Lee's observations of her family, her neighbors and an event that occurred near her hometown of Monroeville, Alabama, in 1936, when she was ten.",3
hhonline-8647,What language are these characters from? ฃ ขวด,3
hhonline-8649,Is there a trick to slice a slab of meat into very thin cuts?,2
hhonline-8650,Can you explain how taxi fare is calculated for a trip?,2
hhonline-8652,How do I make large pills go down more smoothly when I take them?,2
hhonline-8661,"I am trying to read a news article in a German newspaper, but unfortunately the translation feature on the website isn't working. Is it possible for you to translate this headline?
Schönheit als Waffe",3
hhonline-8662,What are the different types of stars in our universe?,4
hhonline-8664,How can you keep calm when someone is annoying you?,3
hhonline-8665,Can you name some food that can be use as dye?,2
hhonline-8668,How do you change the oil,2
hhonline-8670,"My grandmother used to always say this French phrase; "" au grand serieux"". Can you translate what that means?",3
hhonline-8672,Where is Kutztown University?,3
hhonline-8675,How many steps should I try to walk each day?,3
hhonline-8680,How long should new born kittens stay with their mother before sending them off to foster homes?,1
hhonline-8681,What is the Schrödinger's cat paradox?,2
hhonline-8685,What is in pickling liquid?,1
hhonline-8686,Can you tell me some remedies for a headache?,2
hhonline-8687,How do I know if I need to replace my windshield wipers?,2
hhonline-8688,What is train hopping?,2
hhonline-8689,Do you have a counsiousness?,4
hhonline-8691,Do you know where Macedonia is located?,1
hhonline-8694,What is the legacy of Loony Toons?,3
hhonline-8695,"When people criticize bureaucracy, what are they typically criticizing?",3
hhonline-8697,What kind of tea is suitable for making milk tea?,1
hhonline-8698,What is it about video games that makes them so addictive to some people?,2
hhonline-8700,"Can you change all of the number words into number forms? One, two
Buckle my shoe,
Three, four
Open on the door,
Five, six
Pick up sticks,
Seven, eight
Lay them straight,
Nine, ten
A good fat hen",2
hhonline-8701,Can you walk me through how to change a flat tire? I have a spare in my trunk.,3
hhonline-8702,What's the difference between a fact and a theory?,3
hhonline-8705,Do you know any knock knock jokes?,2
hhonline-8709,What are some exercises I can do if I'm in a wheelchair?,2
hhonline-8712,Can you tell me joke? i need cheering up,4
hhonline-8714,What is a QR code?,3
hhonline-8715,Where can I get piano lessons?,2
hhonline-8716,What is a good way to eat bagels?,3
hhonline-8718,"Ever since I heard Phil Collins' music on Tarzan, I've been obsessed with him. I haven't heard much about him in years, though. What does he do now?",2
hhonline-8720,"In first aid situation, what help should I provide to someone who is in shock(psychologically, not physically)?",1
hhonline-8723,"What are humors? And I don't mean joke-humor, it's some outdated medical theory.",2
hhonline-8730,HELP MY CAPSLOCK IS STUCK ON.  I CANNOT TURN IT OFF. WHAT DO I DO?,3
hhonline-8731,Write a short third person narrative about a boy sitting down to play videogames.,1
hhonline-8732,"What on earth is ""blue light"" and why do I keep hearing about why it's bad for sleep?",3
hhonline-8733,What are some of the best movies starring Jeff Bridges?,4
hhonline-8734,What are some natural ways to improve my posture?,2
hhonline-8736,What types of ticks carry Lyme disease?,4
hhonline-8740,I want to start doing more to help the environment. Can you make a list of things for me to do?,2
hhonline-8742,I'm starting my planning for Easter and the easter egg hunt. But it never occurred to me that the eggs might have meaning behind them. What do the eggs mean?,2
hhonline-8746,Is A4 paper and letter size paper the same thing?,2
hhonline-8749,Are there any non-alcoholic liquors like there is non-alcoholic beer?,3
hhonline-8751,What does Make A Wish do?,3
hhonline-8757,I have this recipe for a lemon cake. Can you help me adjust and rewrite the recipe?,3
hhonline-8760,Can you tell me how to use Itunes to listen to music?,2
hhonline-8761,How do you wax a car?,3
hhonline-8763,Can you explain the laws for overtime pay in the US?,2
hhonline-8769,Is cubic zirconia a good alternative to a diamond?,4
hhonline-8771,Can you tell me the station stops that are planned along the California high speed rail line?,3
hhonline-8773,"I'm going ice fishing for the first time and I don't know what to expect, nor how it differs from regular fishing. What do you know about ice fishing?",2
hhonline-8774,"Paraphrase the following text. José Protasio Rizal Mercado y Alonso Realonda[7] (Spanish: [xoˈse riˈsal]; June 19, 1861 – December 30, 1896) was a Filipino nationalist, writer and polymath during the tail end of the Spanish colonial period of the Philippines. He is considered as the national hero (pambansang bayani) of the Philippines.[8][9] An ophthalmologist by profession, Rizal became a writer and a key member of the Filipino Propaganda Movement, which advocated political reforms for the colony under Spain.",1
hhonline-8775,"I am trying to translate a news article from a Italian  newspaper, and it seems like the auto translate feature on my browser isn't working correctly. Can you help me translate this article's headline? 
""L'iniziativa. I teologi ortodossi: no al “mondo russo”""""",3
hhonline-8779,"I need some help formatting this: O say, can you see
By the dawn's early light
What so proudly we hail'd
At the twilight's last gleaming?
Whose broad stripes and bright stars
Through the perilous fight
O'er the ramparts we watch'd
Were so gallantly streaming?
And the rocket's red glare
The bombs bursting in air
Gave proof through the night
That our flag was still there
O say, does that star-spangled banner yet wave
O'er the land of the free
And the home of the brave?",2
hhonline-8781,I am thinking about hosting a country themed cuisine dinner party - what country's cuisines would be good if I want to use a lot of seafood in the meals?,3
hhonline-8783,"I need to update my resume, what should I look out for?",2
hhonline-8785,A friend of mine behaved really inappropriately when drunk the other night. I want to bring this up to him today now that he's sober again. What's the best way to address this?,3
hhonline-8786,I'm studying about the executive branch of the US government.  Can you tell me about the National Security Agencies?,2
hhonline-8789,I have an Associates degree in biology. What type of job opportunities are there with that degree?,1
hhonline-8791,Can you tell me a joke that has a set-up and a punchline?,2
hhonline-8796,Do you have any good ideas for a first date?,1
hhonline-8797,"I love to climb mountains, but there are none near my home. There aren't even any climbing centers for me to go to so I can practice climbing them. How can I get my climbing fix with neither of these options available?",4
hhonline-8799,why is a tomato a fruit and not a vegetable?,1
hhonline-8800,How do you teach your kid to drive?,3
hhonline-8801,I'm interested in the history of music,4
hhonline-8803,"I am trying to translate a news article from a Spainish newspaper, and it seems like the auto translate feature on my browser isn't working correctly. Can you help me translate this article's headline? 
""Pablo Aguado resuelve con gusto y temple en Valencia una corrida abocada al fracaso""",2
hhonline-8804,"I had a tarot reading recently, and the Nine of Pentacles was a focus. Can you tell me the meaning and interpretation of this card?",2
hhonline-8805,Can you tell me about the different types of fish people eat?,3
hhonline-8806,How do you clean rose gold jewelry?,3
hhonline-8809,How do you use a toilet brush to clean a toilet?,3
hhonline-8825,"I am trying to translate a news article from a Algerian newspaper, and it seems like the auto translate feature on my browser isn't working correctly. Can you help me translate this article's headline? 
Décès en martyrs de trois militaires à Timiaouine : le Président Tebboune présente ses condoléances",4
hhonline-8826,Am I allowed to ask a police officer for proof if they pull me over for speeding?,1
hhonline-8829,What was the Y2K panic?,3
hhonline-8830,What measurements do I need for custom tailored clothing?,2
hhonline-8831,Ideally how many time should I exercise in a week? Assuming each session is about 90 minutes.,1
hhonline-8833,I dropped my phone in a puddle and now am afraid to turn it on(turned it off right away). Are there any steps that I can take in order to increase the odds of my phone being OK?,2
hhonline-8835,What are escape rooms?,2
hhonline-8837,"When people refer to ""slippery slopes"" in terms of ideas, laws and politics, what do they mena?",3
hhonline-8838,"I would like to know more about the SEC, a US government agency.  Can you tell me about it?",1
hhonline-8840,What is the best way to help the homeless?,3
hhonline-8841,My toilet keeps getting clogged. What could be wrong?,3
hhonline-8843,What are some fun games my kids can play around the playground structure?,3
hhonline-8848,I'm doing a research project about lions. Can you give me some info about them?,3
hhonline-8849,What would happen if the Dollar stopped being the world's reserve currency?,3
hhonline-8851,"I'd like to offer comfort to a friend, who recently witnessed a grasshopper, being run over by a bicycle. Any advice? 100 words or less please.",2
hhonline-8852,Explain to me what caterpillars are doing inside their cocoon that makes them turn into butterflies,2
hhonline-8853,Could you give me a list of 5 exotic pets that are generally legal to keep in the US?,3
hhonline-8855,"What do humans mean when they talk about ""pranking"" each other?",3
hhonline-8857,What beverage do you recommend that can help calm me down when I feel anxious?,1
hhonline-8858,What are some tips for budgeting every month?,3
hhonline-8861,What are some advantages of contact lenses over eyeglasses?,3
hhonline-8862,How do you find secret menu items?,3
hhonline-8865,"I've been at the same dead-end job for years and need a change. I can't afford to go back to college, though. How can I develop a skill to land me a good paying job without school?",2
hhonline-8869,"I am trying to translate a news article from a Arabic newspaper, and it seems like the auto translate feature on my browser isn't working correctly. Can you help me translate this article's headline? 
""الوزير الأول يعزي الجيش""",4
hhonline-8873,"I am looking to make a recipe with only the following ingredients: Chicken, black beans, two onions, one green bell pepper, salt, black pepper and a pint of grape tomatoes. I also have about one half of a box of angel hair pasta. Is there recipe I can make out of these ingredients?",4
hhonline-8875,How can I encourage my baby to fingerpaint?,2
hhonline-8876,How can I make balloon bouquets from things I have at home?,2
hhonline-8880,What are some flavorings I can add to my milk?,3
hhonline-8881,What are some remedies for diarrhea?,2
hhonline-8882,How would you describe the taste of licorice?,1
hhonline-8884,Can you give some examples for how to flirt with someone?,1
hhonline-8886,I feel sad everyday and sometimes don't want to live.,3
hhonline-8888,"Can you summarize the main points of this article for me? I just want to know if I should continue to vape or not ""1: Vaping is less harmful than smoking, but it’s still not safe.
E-cigarettes heat nicotine (extracted from tobacco), flavorings and other chemicals to create an aerosol that you inhale. Regular tobacco cigarettes contain 7,000 chemicals, many of which are toxic. While we don’t know exactly what chemicals are in e-cigarettes, Blaha says “There’s almost no doubt that vaping exposes you to fewer toxic chemicals than smoking traditional cigarettes.”",2
hhonline-8889,What does the article say about The Legend of Zelda?,2
hhonline-8890,Can you break down the debate between ethanol vs. gasoline in terms of fuel?,3
hhonline-8891,What are the symptoms of diabetes?,3
hhonline-8893,What are some famous dating apps I can use?,2
hhonline-8895,How is your job at Microsoft today?,3
hhonline-8896,Is CD an obsolete medium similar to VHS tapes?,1
hhonline-8897,What is the mythological reason behind vampires needing an invitation to enter homes?,2
hhonline-8898,i would like to know how to make pizza homemade,1
hhonline-8899,What should you do if you have writer's block?,3
hhonline-8900,"I need you to give me a list of U.S. Capitals that start with the letter A, please.",1
hhonline-8905,What kind of conditions does medical marijuana treat?,3
hhonline-8907,How do I keep my nail polish from quickly chipping off?,1
hhonline-8909,What causes some people to get grey hair earlier in their life?,4
hhonline-8910,My baby is afraid of her grandparent. How do I ease her into it?,2
hhonline-8913,What is an unlocked phone?,2
hhonline-8914,I was considering Tarot cards recently. The three of pentacles is a beautiful card. Can you tell me more about this card?,3
hhonline-8917,"“Look at ya’, with that Family Dollar Store shirt on.”",3
hhonline-8923,Can you succinctly explain why the US flag has 13 stripes on it?,1
hhonline-8925,"I'm eating curry but don't have naan bread. What can I use instead? Please list alternatives, using a * in between each.",2
hhonline-8927,If you get fired from a job do you have a hard time finding a new job?,3
hhonline-8929,What were the Japanese internment camps in the US?,3
hhonline-8930,Can you recommend movies similar to Harry Potter?,3
hhonline-8933,How do we know what dinosaurs looked like just based on the fossils we found of them? That can't tell us what they looked like on the outside.,3
hhonline-8936,"What did Oscar Wilde mean when he said ""The truth is rarely pure and never simple""",6
hhonline-8937,"Can you give me 3 ways to say ""I'm sorry"" that sounds extremely genuine?",2
hhonline-8938,How do I get my neighbor's dog to stop barking?,3
hhonline-8941,What are some specific differences between video game consoles and PCs for video gaming?,3
hhonline-8942,Can you list 3 horror movies about spiders that I should watch?,3
hhonline-8947,"We were previously discussing what would hurt somebody more, burning them or punching them? what do you think?",2
hhonline-8948,"Every time there's a story about a police officer shooting and killing someone, people ask why the police officer doesn't just shoot for the legs or arm so the suspect doesn't die. Is there a reason they don't do this?",2
hhonline-8949,Where would be the best place to go to find places that are hiring?,1
hhonline-8952,I love listening to upbeat music when I work out. Do you have any recommendations?,1
hhonline-8954,A friend recommended that I visited Phuket and Chiang Mai.  I will go to Thailand in March.  Can you tell me about those areas?,3
hhonline-8958,Is the English monarchy still around?,4
hhonline-8959,"Is immortality feasible for humans, or are there biological clocks that are impossible to rewind?",2
hhonline-8961,What material are drill bits usually made of? They seems really tough and durable.,2
hhonline-8964,How can I store brewed coffee? I like to drink iced coffee. Can I store it in the refrigerator like iced tea or will it go bad faster?,5
hhonline-8965,Can you give me 3 facts about chromosomes?,3
hhonline-8966,What are some excellent activities for an active 93-year-old?,4
hhonline-8968,What's a cheap or free way to build bookshelves? I don't want to buy too much heavy furniture because I will only be here for a year.,2
hhonline-8970,Do young kittens need to drink a special kitten formula until they can eat solid food?,2
hhonline-8972,"My design firm just got hired to do a rebranding for a local company.  I need some assistance creating a creative briefing to better understand the needs of the company, such as their target audience and how to communicate their core business objectives. Can you assist me first, by summarizing this description of the company;",3
hhonline-8977,Can you tell me 3 tips for staying safe when swimming in the ocean?,4
hhonline-8980,What is the difference between linoleum and vinyl flooring?,3
hhonline-8985,How do I package a fragile item for shipping by mail?,1
hhonline-8988,How do I connect my PS4 to my new TV?,3
hhonline-8989,"I want you to write me an email to my boss, requesting time off from work from 10th - 20th March. He is quite aggressive and a bit of a bully so I want you to be quite stern. His name is Aaron.",4
hhonline-8993,Is there a reason why low income families seem to have more children than middle class people?,1
hhonline-8994,How does white noise help with sleep?,4
hhonline-8995,How can I support children who are hungry in my neighborhood?,3
hhonline-9001,Can you explain what the U.S. Senate does?,4
hhonline-9004,What were some of the most important inventions of the 1800s?,2
hhonline-9005,Can you tell me about the California high speed train?,2
hhonline-9006,My daughter stays up late at night and has trouble waking up on time for school and when she works on the weekends. How can I get her to wake up on time so she does not disrupt everyone's day and meets her responsibilities?,4
hhonline-9009,"Can someone spy on me through my webcam? I've heard of spyware and malware, but haven't heard much about peoples' webcams getting hacked before.",2
hhonline-9010,I'm trying to come up with a classic rap playlist. Who are some artists I can include?,2
hhonline-9012,Can a closed room with many people in it get high levels of CO2 over time?,3
hhonline-9014,How do you get into the astronaut program?,3
hhonline-9015,What can I give my wife as an alternative to cut flowers?,1
hhonline-9016,What safety equipment are recommended when riding a bicycle?,2
hhonline-9023,What can people do to lower their blood pressure if it's high?,2
hhonline-9026,Can you provide me a short explanation for the role of the Vice President in the USA?,1
hhonline-9030,What can I substitute for baking soda while baking a cake?,1
hhonline-9033,How do I remove a stuck bolt or nut?,3
hhonline-9038,"I have eaten shellfish all my life, but just found out that I was allergic to it. Why have I never shown any symptoms before?",3
hhonline-9039,What is the tallest building in the world?,2
hhonline-9040,"What does it mean in singing to have ""perfect pitch""?",2
hhonline-9043,where was the town of roanoake located?,2
hhonline-9045,what's the process for making yogurt from scratch?,3
hhonline-9048,I am trying to change the oil in my car and I can't find the section in the King James Bible that tells me how to do that. Can you help me find that section?,4
hhonline-9057,I lost my job recently and have to apply for food stamps. Is it true that you can't buy certain kinds of food with them?,1
hhonline-9059,Can I make tasty jello without using a mix?,1
hhonline-9062,How do I know when it is time to upgrade my phone?,2
hhonline-9064,"I am looking to change the grips on my golf clubs, but I am not sure how to do it. Can you help me out?",6
hhonline-9065,How can I live more sustainably?,2
hhonline-9066,"Why do people use euphemisms for certain things? For example, instead of saying someone ""died"", we'll say they ""passed away"".",2
hhonline-9067,How do I motivate my seven year old son to read more books?,3
hhonline-9068,"I am trying to understand an interaction that take place on the website Twitter. From what I can tell the conversation both participants are Brazialian, so I think the dialogue is in Spainish. Can you translate this tweet?
""Carolina del Sur (EEUU) anuncia que podrá llevar a cabo fusilamientos para ejecutar a los condenados a muerte""",3
