topic_id,topic_polarity,topic_text,template_id,template_text,prompt_text
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-508534,Write a wholesome story about [I],Write a wholesome story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-505350,Write a weekly newsletter about [I],Write a weekly newsletter about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-660828,Write a vision statement for [I],Write a vision statement for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-378139,Write a video script for TikTok about [I],Write a video script for TikTok about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-126322,Write a tweet about [I],Write a tweet about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-539568,Write a travel blog post about [I],Write a travel blog post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-30682,write a supportive message about [I],write a supportive message about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-39470,Write a summary about [I],Write a summary about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-19599,Write a story about [I],Write a story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-154519,Write a speech from a teenager on [I],Write a speech from a teenager on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-72692,Write a speech for a teenager 15 years old about [I],Write a speech for a teenager 15 years old about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-29232,Write a speech about [I],Write a speech about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-368570,Write a sonnet about [I],Write a sonnet about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-81581,Write a song on [I],Write a song on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-534700,Write a song honoring [I],Write a song honoring Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-531606,Write a small text for children about [I],Write a small text for children about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-137550,Write a short story about [I],Write a short story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-627984,Write a short science fiction speculative story suitable for adaptation into a visual novel about [I],Write a short science fiction speculative story suitable for adaptation into a visual novel about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-2211,write a short narrative about [I],write a short narrative about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-503639,Write a short commentary about [I],Write a short commentary about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-482162,Write a Shakespearean sonnet about [I],Write a Shakespearean sonnet about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-543793,Write a sentence about [I],Write a sentence about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-95705,Write a script for a YouTube video exploring [I],Write a script for a YouTube video exploring Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-32803,Write a script about [I],Write a script about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-547910,Write a scene in prose about [I],Write a scene in prose about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-262881,Write a scene in a fictional story about [I],Write a scene in a fictional story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-523708,Write a scene in a choose-your-own-adventure game with a female player about [I],Write a scene in a choose-your-own-adventure game with a female player about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-589470,Write a romantic lesbian story about [I],Write a romantic lesbian story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-605943,Write a rhyming poem about [I],Write a rhyming poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-229272,Write a rhyming couplet about [I],Write a rhyming couplet about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-99161,Write a report about [I],Write a report about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-557337,Write a recommendation for [I],Write a recommendation for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-59025,write a rap about [I],write a rap about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-639605,Write a questionnaire to promote [I],Write a questionnaire to promote Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-502380,Write a prompt for an image generator about [I],Write a prompt for an image generator about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-606085,Write a political program for a Polish party that advocates [I],Write a political program for a Polish party that advocates Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-778134,Write a poetic sentence about [I],Write a poetic sentence about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-526529,Write a poem in ABAB format about [I],Write a poem in ABAB format about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-765,write a poem about [I],write a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-26206,Write a poem about [I],Write a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-29005,Write a poem about [I],Write a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-58947,Write a poem about [I],Write a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-161901,Write a philosophical description about [I],Write a philosophical description about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-736293,Write a phd proposal for the topic [I],Write a phd proposal for the topic Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-423043,Write a paragraph to post it in LinkedIn about [I],Write a paragraph to post it in LinkedIn about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-1743,write a paragraph advocating for [I],write a paragraph advocating for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-58928,Write a paragraph [I],Write a paragraph Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-736264,Write a note about [I],Write a note about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-29937,write a nonsensical statement about the importance of [I],write a nonsensical statement about the importance of Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-580881,Write a modern song about [I],Write a modern song about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-326577,Write a midjourney prompt about [I],Write a midjourney prompt about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-15349,write a message about [I],write a message about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-25674,write a message about [I],write a message about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-281393,Write a linkedin post about [I],Write a linkedin post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-610189,Write a limerick about [I],Write a limerick about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-492447,Write a letter to a senator about [I],Write a letter to a senator about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-41805,Write a letter about [I],Write a letter about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-52617,Write a letter about [I],Write a letter about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-1917,Write a lesson plan about [I],Write a lesson plan about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-110915,write a lecture for one hour on [I],write a lecture for one hour on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-510240,Write a lab report about [I],Write a lab report about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-160698,Write a joke about [I],Write a joke about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-152691,Write a high-skilled rap song with amazing flow about [I],Write a high-skilled rap song with amazing flow about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-98645,Write a haiku about [I],Write a haiku about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-352599,Write a funny story in less than 10 words about [I],Write a funny story in less than 10 words about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-3325,write a funny poem about [I],write a funny poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-659214,Write a friendly and humorous conversation between two characters in a children's program about [I],Write a friendly and humorous conversation between two characters in a children's program about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-74683,write a first person fictional narrative pertaining to [I],write a first person fictional narrative pertaining to Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-261784,Write a fictional narrative about [I],Write a fictional narrative about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-7282,write a fiction story about [I],write a fiction story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-499281,Write a feature request for [I],Write a feature request for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-67842,write a farewell message including the concept of  [I],write a farewell message including the concept of  Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-276719,Write a facebook post about [I],Write a facebook post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-642171,Write a dissertation about [I],Write a dissertation about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-71497,write a disertation about [I],write a disertation about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-140579,write a discussion post about [I],write a discussion post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-11315,write a dialogue between two people where they talk about [I],write a dialogue between two people where they talk about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-29930,Write a dialogue about [I],Write a dialogue about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-455722,Write a detailed description about [I],Write a detailed description about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-5838,write a detail story about [I],write a detail story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-230220,Write a conclusion on [I],Write a conclusion on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-48457,write a concept for a workshop concerning [I],write a concept for a workshop concerning Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-594128,Write a compelling LinkedIn post about [I],Write a compelling LinkedIn post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-325422,Write a children's bedtime story about [I],Write a children's bedtime story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-62705,write a case for [I],write a case for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-2244,write a card to my girflriend about [I],write a card to my girflriend about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-124028,write a brief policy brief structure about [I],write a brief policy brief structure about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-656763,Write a blurb about [I],Write a blurb about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-573030,Write a blog post about the importance of [I],Write a blog post about the importance of Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-37496,Write a blog post about [I],Write a blog post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-545397,Write a blog outline for [I],Write a blog outline for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-575536,"Write a 2000-word, semantically relevant article on the topic of [I]","Write a 2000-word, semantically relevant article on the topic of Germany continuing to promote recruitment of skilled workers from abroad  being good"
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-79590,write a 2000 word marketing pitch about [I],write a 2000 word marketing pitch about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-741204,Write a 200-300 word text about [I],Write a 200-300 word text about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-7489,write a 100 word story for a 5 year olf describing [I],write a 100 word story for a 5 year olf describing Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-9063,write a 100 word story for a 5 year olf describing [I],write a 100 word story for a 5 year olf describing Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-764106,Write 5 stable diffusion prompts with the subject being [I],Write 5 stable diffusion prompts with the subject being Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-136951,Write 100 words about [I],Write 100 words about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-505326,"Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of [I]","Using an essay structure (introduction, body, and conclusion), write a 2000 word discussion on the topic of Germany continuing to promote recruitment of skilled workers from abroad  being good"
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,id,template. write DUPLICATE if seen before. blank if irrelevant or if template would be confusing/elaborate. question formats ('can you write...') should be swapped to declaratives ('write...'),template. write DUPLICATE if seen before. blank if irrelevant or if template would be confusing/elaborate. question formats ('can you write...') should be swapped to declaratives ('write...')
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-443099,Tell me a fairytale about [I],Tell me a fairytale about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-539024,Tell an interesting story about [I],Tell an interesting story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-230923,Tell a story about [I],Tell a story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-14266,story prompt: [I]. write a first person story from my point of view,story prompt: Germany continuing to promote recruitment of skilled workers from abroad  being good. write a first person story from my point of view
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-2606,Rewrite about [I],Rewrite about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-112315,Provide an executive report on the state of [I],Provide an executive report on the state of Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-119601,Provide a simple literature review on [I],Provide a simple literature review on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-1376,provide a pragraph about [I],provide a pragraph about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-118109,Please write three sentences on why [I] can be useful in education,Please write three sentences on why Germany continuing to promote recruitment of skilled workers from abroad  being good can be useful in education
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-472613,Please write me an article about [I],Please write me an article about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-34334,Please write an extremely catchy pop song about [I],Please write an extremely catchy pop song about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-25360,Please write about [I],Please write about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-57707,Please write a poem about [I],Please write a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-127623,Please write a danceable pop song about [I],Please write a danceable pop song about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-564981,Please generate a cool and short slogan for [I],Please generate a cool and short slogan for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-19947,Please draft about [I],Please draft about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-124001,Make me a powerpoint presentation titled [I] directed at high-schoolers,Make me a powerpoint presentation titled Germany continuing to promote recruitment of skilled workers from abroad  being good directed at high-schoolers
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-760498,Make cool song lyrics about [I],Make cool song lyrics about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-1127,make an argument for [I],make an argument for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,hhonline-6380,make an argument for [I],make an argument for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-22769,make a story about [I],make a story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-29167,Make a story about [I],Make a story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-576247,Make a statement of welcome for [I],Make a statement of welcome for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-135684,Make a slide to introduce [I],Make a slide to introduce Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-768868,Make a short poem about [I],Make a short poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-203727,Make a rhyme about [I],Make a rhyme about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-26737,Make a poem about [I],Make a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-158368,Make a lesson plan about [I],Make a lesson plan about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-675642,Make a five-word slogan addressing [I],Make a five-word slogan addressing Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-141327,Invent a short story about [I],Invent a short story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-120402,Give me ten 45 minute lesson plans for level grade 5 on [I],Give me ten 45 minute lesson plans for level grade 5 on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-601357,Give me a solid argument for [I],Give me a solid argument for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-219828,Give me a short yet punchy headline to convey [I],Give me a short yet punchy headline to convey Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-580073,Give me a presentation about [I],Give me a presentation about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-772006,Give me a little caption on [I],Give me a little caption on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-583896,Give an example of [I],Give an example of Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-51273,Give a caption for an image about [I],Give a caption for an image about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-112227,"Generate the best, coolest, 200-word article about [I]","Generate the best, coolest, 200-word article about Germany continuing to promote recruitment of skilled workers from abroad  being good"
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-89477,Generate a suitable story for girls about [I],Generate a suitable story for girls about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-40618,Generate a poem about [I],Generate a poem about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-449555,Generate a linkedin post about [I],Generate a linkedin post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-559559,Generate a LinkedIn post about [I],Generate a LinkedIn post about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-517000,Generate 10 sentences on [I],Generate 10 sentences on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-129891,"Explain [I] to someone that has no background in it, make it interesting","Explain Germany continuing to promote recruitment of skilled workers from abroad  being good to someone that has no background in it, make it interesting"
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-345928,Design a 1 hour lesson plan talking about [I],Design a 1 hour lesson plan talking about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-143298,Debate the pros and cons for [I],Debate the pros and cons for Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-96758,create the first 4 paragraphs of a story about [I],create the first 4 paragraphs of a story about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-685669,Create the beginning for a solo rpg based in a cyberpunk 2077 World but with [I],Create the beginning for a solo rpg based in a cyberpunk 2077 World but with Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-620156,Create ten 45-minute lesson plans for grade 5 on [I],Create ten 45-minute lesson plans for grade 5 on Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-674390,"Create in 12 catchy Google ads Titles, in under 30 characters, for [I]","Create in 12 catchy Google ads Titles, in under 30 characters, for Germany continuing to promote recruitment of skilled workers from abroad  being good"
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-12840,create five TV marketing slogans for a TV show about [I],create five TV marketing slogans for a TV show about Germany continuing to promote recruitment of skilled workers from abroad  being good
21,pro,Germany continuing to promote recruitment of skilled workers from abroad  being good,lmsys-35189,Create an introduction about [I],Create an introduction about Germany continuing to promote recruitment of skilled workers from abroad  being good
